UF,Programa Nacional,Previsto Original em 2025,Previsto Ajustado em 2025,Despesa Executado em 2025,Total de Atendimentos em 2025,,Ano,Mes,Previsto Original em 2024,Previsto Ajustado em 2024,Despesa Executado em 2024,Total de Atendimentos em 2024,Previsto Original em 2023,Previsto Ajustado em 2023,Despesa Executado em 2023,Total de Atendimentos em 2023,Previsto Original em 2022,Previsto Ajustado em 2022,Despesa Executado em 2022,Total de Atendimentos em 2022,Previsto Original em 2021,Previsto Ajustado em 2021,Despesa Executado em 2021,Total de Atendimentos em 2021,Previsto Original em 2020,Previsto Ajustado em 2020,Despesa Executado em 2020,Total de Atendimentos em 2020,Previsto Original em 2019,Previsto Ajustado em 2019,Despesa Executado em 2019,Total de Atendimentos em 2019,Previsto Original em 2018,Previsto Ajustado em 2018,Despesa Executado em 2018,Total de Atendimentos em 2018,Previsto Original em 2017,Previsto Ajustado em 2017,Despesa Executado em 2017,Total de Atendimentos em 2017,Previsto Original em 2016,Previsto Ajustado em 2016,Despesa Executado em 2016,Total de Atendimentos em 2016,Previsto Original em 2015,Previsto Ajustado em 2015,Despesa Executado em 2015,Total de Atendimentos em 2015
TO,Chamada 001-2018 - Projetos Especiais - Transformação Digital,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$715.500,00","R$735.300,00","R$133.453,11",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,"Convênio Sebrae, MTUR e Embratur",nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$1.390.181,00","R$316.823,08",445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Desenvolvimento de Fornecedores,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$57.144,00","R$53.044,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Economia Criativa,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$418.000,00","R$476.975,00","R$338.424,92",350,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Economia Digital &#8211; Startup,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$400.000,00","R$0,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Educação Empreendedora - Atendimento,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$993.400,00","R$1.224.080,00","R$920.110,66",28.773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Excelência na Gestão,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$50.000,00","R$50.000,00","R$35.977,50",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Inova,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$67.260,00","R$67.260,00",1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,LÍDER- Planejamento e Governança nos Territórios,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$461.917,00","R$158.628,00","R$6.634,97",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Municipalização de Políticas de Desenvolvimento,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$936.158,00","R$690.572,00","R$476.002,15",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Rede de Inteligência Sebrae,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$517.004,00","R$0,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Alimentos e Bebidas,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$2.357.714,00","R$1.515.085,00","R$1.228.370,25",3.838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Atendimento ao Cliente - Presencial,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.670.534,00","R$6.880.728,00","R$6.001.225,99",62.368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Atendimento ao Cliente - Remoto,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$144.514,00","R$38.000,00","R$35.004,42",10.244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Bioeconomia e Sustentabilidade,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$54.000,00","R$52.737,38",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Cadeia de Valor de Energia,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$178.000,00","R$0,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Capital Empreendedor,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$70.000,00","R$23.367,88",114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Casa e Construção,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$230.300,00","R$202.549,84",480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Chamada 001-2018 - Projetos Especiais - Transformação Digital,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$385.000,00","R$2.100,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Desenvolvimento de Fornecedores,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$57.144,00","R$100.288,00","R$18.068,78",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Desenvolvimento Territorial,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$438.848,00","R$0,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Economia Criativa,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$399.000,00","R$319.000,00","R$241.021,77",469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Economia Digital &#8211; Startup,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$291.500,00","R$208.500,00","R$197.839,00",968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Educação Empreendedora - Articulação e Desenvolvimento,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$698.420,00","R$1.204.233,00","R$998.430,66",31.724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Educação Empreendedora - Atendimento,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$264.412,00","R$427.549,00","R$387.559,70",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Excelência na Gestão,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$10.000,00","R$120.500,00","R$96.417,33",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Fortalecimento da Ouvidoria no Sistema Sebrae,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$30.000,00","R$17.363,05",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Inova,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$128.836,00","R$128.836,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TO,Alimentos e Bebidas,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$2.873.966,00","R$2.843.199,00","R$1.972.885,04",5.771,nan,nan,nan,nan,nan,nan,nan,nan
TO,Artesanato,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$684.000,00","R$814.125,00","R$322.280,40",11,nan,nan,nan,nan,nan,nan,nan,nan
TO,Atendimento ao Cliente - Presencial,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$5.385.913,00","R$8.086.304,00","R$7.574.531,20",35.933,nan,nan,nan,nan,nan,nan,nan,nan
TO,Atendimento ao Cliente - Remoto,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$113.514,00","R$81.998,43",11.048,nan,nan,nan,nan,nan,nan,nan,nan
TO,Bioeconomia e Sustentabilidade,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$30.000,00","R$23.008,00","R$22.988,75",179,nan,nan,nan,nan,nan,nan,nan,nan
TO,Casa e Construção,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$446.528,00","R$516.565,00","R$359.250,86",791,nan,nan,nan,nan,nan,nan,nan,nan
TO,Desenvolvimento de Fornecedores,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$57.144,00","R$57.144,00","R$12.320,45",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,Economia Digital &#8211; Startup,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$446.616,00","R$457.001,00","R$383.357,56",1.929,nan,nan,nan,nan,nan,nan,nan,nan
TO,Educação Empreendedora - Atendimento,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$700.000,00","R$700.000,00","R$616.310,09",23.392,nan,nan,nan,nan,nan,nan,nan,nan
TO,Excelência na Gestão,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$50.000,00","R$50.000,00","R$49.949,94",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,Habitats,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$128.604,00","R$6.000,00","R$5.999,94",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,Inova,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$165.748,00","R$683,46",1,nan,nan,nan,nan,nan,nan,nan,nan
TO,Moda,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$320.500,00","R$262.786,00","R$130.654,40",338,nan,nan,nan,nan,nan,nan,nan,nan
TO,Modernização do Ambiente de Negócios,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$521.114,00","R$660.976,00","R$611.063,66",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,Modernização dos espaços educacionais,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$240.000,00","R$490.000,00","R$141.943,02",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,SebraeLab,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$400.000,00","R$400.000,00","R$212,50",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,Simplificação de Obrigações Empresariais,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$19.645,00","R$360.301,00","R$332.844,62",0,nan,nan,nan,nan,nan,nan,nan,nan
TO,Bioeconomia e Sustentabilidade,nan,nan,nan,nan,,2016,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$108.452,00","R$123.355,00","R$108.163,56",657,nan,nan,nan,nan
TO,Economia Digital &#8211; Startup,nan,nan,nan,nan,,2016,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$110.000,00","R$197.678,00","R$198.391,45",922,nan,nan,nan,nan
TO,Educação Empreendedora - Atendimento,nan,nan,nan,nan,,2016,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$118.680,00","R$105.374,79",0,nan,nan,nan,nan
TO,Modernização dos espaços educacionais,nan,nan,nan,nan,,2016,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$80.000,00","R$80.000,00","R$79.876,11",0,nan,nan,nan,nan
TO,Turismo,nan,nan,nan,nan,,2016,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$952.538,00","R$844.607,00","R$568.114,35",588,nan,nan,nan,nan
TO,Agentes Locais de Inovação,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$103.675,00","R$103.583,80",0
TO,Educação Empreendedora - Atendimento,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.403.130,00","R$1.475.526,00","R$1.308.548,25",892
TO,Encadeamento Produtivo,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$243.050,00","R$0,00","R$0,00",0
TO,Negócio a Negócio,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$396.800,00","R$422.000,00","R$283.776,89",0
TO,PJ - Circuito Feira do Empreendedor,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$368.000,00","R$249.077,98",0
TO,PJ - Desenvolvimento Econômico Territorial,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$266.622,00","R$109.668,00","R$0,00",0
TO,PJ - Promoção de Serviços Nacionais SEBRAE no Atendimento Individual Presencial,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$228.500,00","R$675.969,00","R$623.019,40",4.450
TO,PJ - Sebrae Digital,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$0,00","R$0,00",7.376
TO,Sebrae Mais,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$40.856,00","R$18.854,60",0
TO,Sebraetec,nan,nan,nan,nan,,2015,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.039.660,00","R$1.699.293,00","R$1.311.401,88",2.879
